Title,initial
"Finding radius of convergence for this power summation $\sum_{n=0}^\infty \left(\int_0^n \frac{\sin^2t}{\sqrt[3]{t^7+1}} dt\right) x^n$","2013"
"Is $f(x)=x+\sin x$ bounded variation","2013"
"How do we say the behavior of the limit of cosine square?","2013"
"Question about Squeeze Principle","2010"
"Calculus, differentiation, but first taking ln on both sides?","2010"
"Calculus position/velocity question.","2013"
"Finding the equation for a tangent line at a certain point","2013"
"What is the period and phase shift of $f(x)=3\sin 4\left(x+\frac{\pi}{4}\right)-1$?","2013"
"Differentiability question wouldn't $f(0,0)$ be undefined because","2015"
"What exactly do these integral functions mean?","2015"
"How to calculate the sum: $\sum_{n=1}^{\infty} \frac{1}{n(n+3)}$?","2016"
"Injective and surjective function","2013"
"grad of scalar field question","2016"
"High school AP calculus help","2014"
"Prove: if $f(0)=0$ and $f'(0)=0$ then $f''(0)\geq 0$","2016"
"integrating by parts $ \int (x^2+2x)\cos(x)\,dx$","2013"
"Finding the terminal velocity using limits in calculus.","2015"
"Help me understand the theory behind this? Find the circle between two given tangent equations","2015"
"Calculate a $\infty^0$ limit using `de l'hopital` rule.","2013"
"What is the simplest way to show that $\cos(r \pi)$ is irrational if $r$ is rational and $r \in (0,1/2)\setminus\{1/3\}$?","2012"
"Determinant of the Hessian matrix where all second derivatives have no variables","2014"
"Leibniz Alternating Series Test","2013"
"Derivative of Root((9+x)/x)) first principle","2014"
"function with floor - differentiable?","2013"
"If sequence $(x_n)$ converges to $L$, then $x_{n+1}$ also tends do $L$","2016"
"What is the d used in calculus?","2015"
"Why is $\int\limits_0^1 (1-x^7)^{1/5} - (1-x^5)^{1/7} dx=0$?","2010"
"If the function $f(x)=(x^3)/(e^{x/2})$ and $g(x)$ is the inverse function, how to find derivative of $g(x)$ at $x=1$?","2015"
"Trap Rule for sin(x)","2013"
"Intuitive Understanding About the Implicit Function Theorem","2012"
"Does this property imply convergence?","2013"
"Proof $\left| n x^{n-1}\right| =\frac{H n \left| x\right| ^{n-1}}{H}\leq \frac{(\left| x\right| +H)^n}{H}$","2015"
"Derivatives and the tangent as the ""limit of a secant"" and as ""no other line can be drawn between""","2014"
"A measure of non-differentiability","2013"
"Is there a function with the property$ f(n)=f^{(n)}(a)$","2013"
"Zeta 3 quick convergent series","2015"
"Show that $d/dx (a^x) = a^x\ln a$.","2013"
"Missing passages on econometric formula","2014"
"Using Rolle's Theorem find numbers","2012"
"Verifying the mean value theorem","2012"
"Optimizing the Volume of a box","2016"
"What is this product?","2013"
"standard limits rigorous proof , $a>1 $, linear function divided by exponential","2016"
"Maximizing Profit with Cost and Revenue","2016"
"Evaluating $\int_{0}^{\infty }(2e^{-3x}+4e^{-7x})^2dx$","2010"
"Convergence of integral","2010"
"Even function integration problem","2013"
"Applied Optimization: Find two positive numbers A and B","2014"
"Prove that if a continuous function is injective, then it is monotonic","2013"
"$[0,n]$ continuous function problem","2014"
"How to prove $1+\frac{1}{n}>\frac{\ln(n+2)}{\ln (n+1)}$ using the mean value theorem for integrals?","2016"
"Is $(\int _U f(x)dx)^2\leq \int_U f(x)^2 dx$ true or False?","2013"
"Absolute value and distance traveled","2012"
"Solving definite integrals with an even function","2014"
"Help figuring out all the alternative solutions to the integrals of sine and cosine","2013"
"The volume of the solid obtained by revolving the region bounded by $y^2=x$ and $x=2{y}$ about the $y$-axis.","2013"
"How find this value $d+\frac{\sqrt{3}b}{a}$ if such $a^2+2ac-2ac^3-2a^2c^2=bcd+\sqrt{3}acd$","2014"
"Proof verification - If g is integrable and $\frac 1g$ is bounded then $\frac 1g $is integrable.","2013"
"Function Continuity on an Interval.","2013"
"suspended cable problem with slack","2013"
"Double partial derivative at maximum or minimum points","2013"
"How to find the $\delta$ when one tries to prove a limit of a trigonometric function?","2014"
"Proving continuity of $f$","2012"
"Evaluate the limit(0/0) case","2014"
"Find an equation of the tangent","2014"
"For which positive numbers $a$ is it true that $a^x \ge 1 + x$ for all $x$?","2014"
"Volume of a solid with a semi-circular base and square cross sections.","2015"
"How differentiation of $\log x$ a negative number.","2015"
"Finding where the slope of tangent line is = 1","2012"
"Maxima and minima problem","2014"
"How can I integrate $\int\frac{\ln(1+xy)}{1+x^2} dx$?","2013"
"Proof that $\nabla(ab) = a\nabla b + b\nabla a$","2014"
"Help a beginner form an equation for a basic counting program.","2015"
"Why does this function have a tangent line at x=0?","2013"
"Calculus based word problems","2015"
"How to analytically prove that $x=2ln\frac{3}{2}$ is the absolute maximum value of $f(x)=3e^{\frac{1}{2}x}-e^x$?","2015"
"Integration symbol specifications","2014"
"Typo in problem?","2012"
"Finding equations of tangent lines that are parallel","2012"
"Implicit differentiation $xy+e^y = e$","2012"
"Derivative of $\ln(x\sqrt{x^2-1})$","2012"
"Related rates with a cylinder","2012"
"Search extrema of real function of one varible by means of the first derivative.","2016"
"The number of roots of an equation","2012"
"Why is$\int_{-\pi }^{\pi }(\sin nx)^2dx=\int_{-\pi}^{\pi}(\cos nx)^2dx=\pi$?","2016"
"Applying the power rule to $(3x)^{-4}$","2015"
"Calculate limit for, $\lim\limits_{x\to 0}\frac{1-cos(x^6)}{x^{12}}$, but in there have suprize.","2016"
"How to solve this integral: $ \int_{-1}^{1} \frac{x^4}{a^x+1}dx $?","2014"
"What careless mistake did this step take?","2013"
"Given $\Omega\in \Bbb{R}^n$ and $u\in C^2$ in neighborhood of $\bar{\Omega}$, show that $u=0$ in $\Omega$","2016"
"A function who's image is $\mathbb{R}$ on every interval","2016"
"Function Question - Main Features","2014"
"sketch graph by given data","2013"
"Biggest product from combination of positive numbers","2013"
"Infimum of some quantities","2010"
"Vertices of an equilateral triangle","2013"
"Expression for cosine/sine of the angle of intersection of two lines","2013"
"How to show the limit by definition","2014"
"Inequatlity for positive functions","2015"
"Total Area of infinitely many triangles (Using Sums)","2016"
"For which values of $p$ does $\sum_{n=N}^\infty \frac{1}{n(\log(n))(\log\log(n))\dotsm(\log_{j}(n))(\log_{j+1}(n))^p}$ converge?","2016"
"Show that $\frac{\partial u}{\partial \eta} = \frac{\partial u}{\partial r} = 2r \cos 2 \theta$","2016"
"mathematical induction proof 2 things that are equal","2013"
"If $\lim_{x \rightarrow 1} f'(x)=2015$. Prove that $f$ is differentiable at $x=1$.","2015"
"Related rate questions and the intuition behind them","2015"
"Don't see the point of the Fundamental Theorem of Calculus.","2014"
"$\frac{\partial \coth ^{-1}(x)}{\partial x}$","2014"
"indicate whether value is infinite, indicate whether it is +infinite or - infinite","2014"
"Active Contour Models - Lagrangian/Eulerian approches","2010"
"Multiplying both sides of an equation when there's a limit on one side?","2014"
"What is the difference between writing f and f(x)?","2013"
"How find this there exsit $m\in N^{+}$,such $\sin{x}+a_{m}\cdot \sqrt{3-2\cos{x}-2\sin{x}}=1,0<x<2\pi$","2014"
"Question about $o$, $O$ and $\sim$","2015"
"How can I prove $\underbrace{\int \ldots \int}_{n} |x| dx = \frac{x^n |x|}{n+1}+C$?","2010"
"Max/min problem - show that diagonal is least when rectangle is a square.","2015"
"Finding $F'(x)$ given $F(x) = \int_0^{x^3}\sin(t) dt$","2016"
"Polynomial Remainder / Generating Function Remainder","2010"
"Convexity of $\log f(e^s)$ where $f$ is a polynomial","2016"
"Differential operator - what is $\frac{\partial f}{\partial x}x$?","2012"
"Solutions of $\sum_{i=1}^n e^{x_i} = n$ given certain conditions","2015"
"Uniform convergence problem from subject GRE","2015"
"Prove that $a^{n+m}=a^{n}a^m$, for real numbers","2016"
"Remainder term for the expansion of $\sqrt{1+\sin{x}}$","2016"
"Finding maximum and minimum values of a harmonic function $f(z)= \ln \left|z \right|$ on $1 \leqslant \left|z \right| \leqslant 2$","2016"
"An object is travelling in a straight line.","2014"
"anyone can help me with solving this $x^{x^{3}}=3$?","2015"
"How find this value $\frac{a^3}{(a-p)(a-q)}+\frac{b^3}{(b-p)(b-q)}+\frac{c^3}{(c-p)(c-q)}$","2014"
"Mean value/Rolle's theorem exercise: show $f'(x)=\cos x$ for infinitely many $x$","2014"
"Multivariable calculus directional derivative","2014"
"Trig derivatives","2012"
"Normal at a boundary point","2012"
"Intervals and Signs","2014"
"Reducing Lagrange Multiplier Problems from Two Constraints to One Constraints","2015"
"Proof by induction if this is an increasing sequence","2013"
"Continuity of the function $f=1/x$","2013"
"If $f'(x)$ is bounded in $[a,b]$ then $f(x)$ is uniformly continuous in $[a,b]$","2013"
"A limit of a sequence when squeeze doesn't work","2013"
"A convergence of series when ratio test doesn't work","2013"
"proving a theorem from limit using Hopital rule","2015"
"Proof of a theorem about limits","2015"
"Can someone explain how the cartesian equation is formed?","2016"
"Rotate a 2D function","2013"
"$\sum _{n=0}^{\infty } \frac{x^n}{n+3}$, sum, area of convergence & center","2015"
"Volume of a Solid of Revolution problem","2013"
"formulate brain teaser as calculus rates problem:","2015"
"Question involving mean value theorem","2013"
"Angle between 2 points","2012"
"Parametrize a curve with respect to arc length","2014"
"Primitive of $\sin(4x)$","2015"
"Evaluate the integral by using Gauss divergence theorem.","2014"
"Prove that if c ϵ C and $x = \frac{(c+\sqrt{c^2+4})}{2}$ so $x-\frac{1}{x} $ ϵ C.","2015"
"Another integral I need help with $\frac{1+\sqrt x}{\sqrt x\sqrt{1-x^2}} $","2013"
"A Definite Integral Simplification","2014"
"Puzzling Proof Involving IVT","2014"
"How do you take the derivative of a variable with respect to a different variable:","2010"
"Why is the slope of an decreasing function is less than or equal to zero?","2016"
"Big O Notation Proof","2012"
"Problem solving earthquake problem magnitude logarithims","2013"
"Determine the inverse function of $f(x)=3^{x-1}-2$","2013"
"$\int_b^\infty f(t)\,dt$ is finite and $f$ is continous. $f$ is also non-negative on $[b, \infty]$ and $b > 0$...","2016"
"Prove that equation has exactly 2 solutions","2013"
"Apollonius circles","2013"
"Tangent line to an infinitely differentiable curve","2015"
"how to find taylor polynomial for $f(x)=x^{10}/(1-x)$","2015"
"Find the inverse of g(x) = f(x) - 2","2010"
"Explaining of (3/2 x^(1/2))^2","2014"
"Simplification of integral of partial derivatives product","2016"
"Derive poisson's gravity equation $\nabla ^2\Phi =-4\pi G\sigma$ by divergence theorem","2016"
"Limit of $\frac{1^n+2^n+\cdots+(n-1)^n}{n^n}$ as $n$ go into infinity","2016"
"Linear Approximation","2013"
"Integral mean value theorem- relate a point in the derivative to an integral","2013"
"How do I find the 8th term for the recursive sequence list in the body?","2013"
"Find tangent line of curve that intersects point.","2012"
"Prove $D_x(\int_a^x f(t)dt) = f(x)$","2010"
"Find the second derivative of some implicit function?","2010"
"Using AM-GM Inequality (Arithmetic mean- Geometric Mean) Find the minimum value of $2x^2+\frac{1}{x^4}$","2016"
"contradiction to chain rule.","2014"
"Calculus equation from paper","2012"
"Find all $m$ and $b \in \mathbb{R} \text{ st }f(x)$ is differentiable at $x = 1$","2012"
"Find the critical points of $f(x) = |x^2 - 2x|$","2012"
"How to find the center of mass of half a torus?","2013"
"Volume of solid of revolution by shell method","2014"
"Compute the flux integral of $(z \sin x, yz \cos x, x^2 + y^2)$","2014"
"Question about integration","2013"
"Divergence test by absolute value?","2015"
"A function differentiable at a point but not continuous","2016"
"How can we find the sum ? $\lim_{n\to\infty} \sum_{k=1}^{2n}(-1)^k\left(\frac{k}{2n}\right)^{100}$","2016"
"Fint A\C using algorithms","2015"
"confusion on the equation of circle","2013"
"what is $\lim\limits_{x \to 1^-} \frac{1}{x-1}+x^2$, the problem is : $-\infty+1$","2015"
"Function with 2 variables $ f(x,y)=(x-y)e^{xy} $","2015"
"Inflection point of a function","2012"
"Calculus question about integration.","2012"
"Integration and area - why is integrating over a single point zero?","2013"
"chain rule for multi-variables","2016"
"first steps with differentials","2016"
"Solve without using L'Hôpital's rule?","2013"
"$u_{n}>u_{n+1}>0$ and $u_{2}+u_{4}+u_{8}+u_{16}.....$diverges. prove that $\sum \frac{u_{n}}{n}$ diverges.","2014"
"The inverse of $f$ is a continuous function","2013"
"Convergence of $\sum_{n=2}^\infty{(-1)^n\over{\ln{n}}}{\left({1\over2}+{2\over2^2}+\cdots+{n\over2^n}\right)}$","2013"
"indefinite integral question!","2015"
"What is the maximum value of $ \sin x +\sin {2x} (0<x<\frac{\pi}{2})$","2015"
"Find $\int \frac {\mathrm dx}{(x + 1)(x^2 + 2)}$","2013"
"Prove that $f(x)=O(x)$ as $x\to 0$","2014"
"Show that $P_{n}(x)\rightrightarrows 0\qquad (x\in[0,1])$","2014"
"Integral substitutions.","2013"
"Bounded double derivative in $[0,1]$","2014"
"At what value(s) of $x$ does $ \cos(x) = 7x$?","2014"
"Where is the mistake in the calculation of $y'$ if $ y = \Bigl( \dfrac{x^2+1}{x^2-1} \Bigr)^{1/4} $?","2012"
"Finding an addition formula without trigonometry","2010"
"Finding the Gradient from these functions.","2015"
"For what values of a ​​the function $y=x^6+ax^3-2x^3-2x^2+1$ is even","2013"
"Question about a proof from Spivaks calculus book 4th edition","2013"
"Does that series converge or diverge?","2013"
"Compute $f(4)$ and $\left(\frac{\sqrt x}{y^3}\right)$ at $x=4$","2015"
"Area of a volume rotated about an axis","2015"
"Finding limits of the following function with the given conditions","2014"
"$S$ is of measure zero iff it is of volume zero","2014"
"Find the average temperature between $t=0$ and $t=24$ when $T(t) = 49+8t-(1/2)t^2$ degrees.","2013"
"Differentiation of $x!$, where $x\in \mathbb{N}+\{0\}$","2013"
"find the limits","2014"
"given positive real numbers x,y how to demonstrate that is defined as the maximum of x and y?","2014"
"Which statement does actually ""integration by substitution"" motivate?","2015"
"Integration involving Gamma function","2014"
"Inspecting the function $f(x)=-x\sqrt{1-x^2}$","2013"
"$443642_{b_1}=53818_{b_2}$ in what base?","2016"
"Delta-Epsilon, find delta?","2013"
"How is this function not differentiable everywhere?","2013"
"A possible new integral rule","2014"
"Second Derivatives Using Implicit Differentiation","2010"
"A word problem about efficiency that is boggling me (Calculus)","2016"
"What is ""advanced calculus""?","2016"
"Proving that $f$ is Riemann integrable on [0, 2]","2014"
"Max/Min problem","2015"
"Use Riemann Sums to Find Area bounded by Curve","2013"
"Using algebra and calculus i need to solve this written question for x","2014"
"If $f(x) = x^5 + x^3 + x$ find $f^{-1}(3)$ and $f(f^{-1}(2))$","2015"
"Derivative of a logarithm from Spivak's Calculus","2015"
"Proving $\frac{1}{x}$ is continuous for all $x \ne 0$","2015"
"Euler Complexification Help.","2014"
"Finding minimum $\sqrt{x^2-3x+3}+\sqrt{x^2-3x+2}$","2013"
"Integral $ \int _0^6 \lfloor x \rfloor \sin( \frac {6x}{\pi}) \ \mathrm dx $","2013"
