recent,Title,initial
"2014","How do I create a transformation matrix from a polynomial transformation?","2014"
"2014","Confusion over subspace dimension","2014"
"2013","Why $L$ is the eigenspace of $L_A$?","2013"
"2013","properties of an alternating bilinear form it's coordinate matrix","2013"
"2013","Showing that the matrix transformation $T(f) = x*f'(x)+f''(x)$ is linear","2013"
"2015","Show that if B and C have two equal rows, then AC and BC have two equal rows as well","2015"
"2013","$(E-A)$ and $(E+A)^{-1}$ commute","2013"
"2016","Proof: $x_{1-n}$ linear dependant, w alternating multilinearform $\Rightarrow$ $w(x_1,...,x_n)=0$","2016"
"2015","Is it possible to prove the Fundamental Theorem of Algebra for all polynomials of degree $n \le 4$?","2015"
"2016","If $T_A:\mathbb{R}^n\to\mathbb{R}^m$ is injective then $\exists!x$ such that $\|Ax-b\|$ is minimum.","2016"
"2015","Calculating eigenvalue without rigorous calculation.","2015"
"2012","Why is the following not true: $(\vec{u} \times \vec{v}) \times \vec{u} = \vec{v}$","2012"
"2013","The dimension of the solution space of two systems","2013"
"2013","Nullspace as a subspace of $\mathbb R^n$","2013"
"2015","How to prove a linear space?","2015"
"2015","Let $A$ be a 3 x 2 matrix. Is it possible for $Ax= b $ to have a unique solution for some $b \neq 0$.","2015"
"2016","An intresting situation regarding coordinate system.","2016"
"2015","Prove that {$T(v_1), ... T(v_n)$} is a basis for W.","2015"
"2016","Direct sum of two subspaces of a vector space","2016"
"2016","Linear operator proof.","2016"
"2015","The rank of a linear transformation/matrix","2012"
"2015","Maximize the value of $v^{T}Av$","2015"
"2016","Write down the matrix T with respect to $[T]_e^e$ and $[id]_b^e$","2016"
"2015","Solving system of linear equations in the field $Z_p.$","2014"
"2014","Finding a unique solution given rank $A = m$","2010"
"2015","Trying to establish a norm inequality","2015"
"2016","Show that $\alpha(r_{1} + r_{2}) \leq \alpha(2r_{1}) + \alpha( 2r_{2})$ for a class $\kappa$ function","2016"
"2014","Subspace of a finite dimensional dual space that separates points","2014"
"2015","In SVD, why is V in the row space","2015"
"2015","Consider a matrix with integer entries such that $a_{ii}=1$ and $a_{ij}=0$ for $i>j$","2013"
"2013","Let $W=\{p(B):p\text{ be a polynomial with real coefiicient}\}$","2013"
"2013","sum of the eigenvalues = trace($A$)?","2013"
"2015","Criterion on diagonally similar unitary matrices","2015"
"2014","Is $U+V$ equivalent to $U \cup V$?","2014"
"2014","Necessary conditions for a matrix to have orthonormal eigenvectors?","2014"
"2016","Finding Jordan basis of a matrix (4x4)","2016"
"2016","If nonempty, finite $U,V \subseteq R^n$, then $\operatorname{span}(U)+\operatorname{span}(V) \subseteq \operatorname{span}(U \cup V)$.","2016"
"2016","A nice question on basis.","2016"
"2014","How to prove that every negative value is an eigenvalue for T?","2014"
"2012","Finding Bases for Kernel and Image of Linear Transformation","2012"
"2014","Linear transformations map lines to lines","2014"
"2014","For all $n$, is there a real $n\times n$ matrix that can't be written as the sum of two commuting squares?","2014"
"2014","Do I justify it well?","2014"
"2016","Proving $(A+B)^2=A^2+2AB+B^2$ wrong using examples","2014"
"2016","variatons on the standard Basis of $\Bbb R^n$","2016"
"2015","Non-invertible linear transformation","2015"
"2013","linear map of linear in/dependent vectors","2013"
"2013","Nilpotent operator / Orthogonal projection","2013"
"2014","Verify that $(I−XY)^{(-1)}*X=X*(I−YX)^{(-1)}$","2014"
"2014","Find the dimension of a subspace by find a basis for the null space.","2014"
"2016","Action of a matrix on the exterior algebra","2016"
"2016","If $E_1+E_2$ is a projection then $E_1E_2=E_2E_1=0.$","2016"
"2012","Linear Subspace - is $\mathbb{C}^2$ a linear subspace of $\mathbb{C}^3$?","2012"
"2014","Is operator norm invariant under multiplication with orthonormal matrix","2014"
"2013","How to prove two subspaces are complementary","2013"
"2013","biconditional matrices","2013"
"2015","Domain restriction to sparse vectors makes a non-injective linear map injective","2015"
"2010","Lie Product Formula","2010"
"2013","Elementary Row Operations - Interchange a Matrix's rows","2010"
"2014","Example about the main result on the ""New Decomposition For Square Matrices"" given by Sir Julio Benitez?","2014"
"2014","Find the basis of the Ker(T) and Im(T) for $T: P_3 \to P_3$, $T(ax^3+bx^2+cx+d)=dx^3+cx^2+bx+a$","2014"
"2013","Linear combination of vectors in $\mathbb{R}^3$","2013"
"2016","Linear equations in 2 variables","2016"
"2014","A question about inner product and Gram-Schmidt process","2014"
"2013","Prove that the real vector space consisting of all continuous, real-valued functions on the interval $[0,1]$ is infinite-dimensional.","2013"
"2014","linear combination of given basis vectors","2014"
"2015","Polynomial property using linear functionals + Vanderomonde matrix","2015"
"2015","Is the system wrong in this multiple choice problem?","2015"
"2015","Is it possible to have a equation system that forms a matrix 3x3, having 2 solutions?","2015"
"2015","Where am I going wrong in deriving the formula for the scalar that will make two vectors perpendicular?","2015"
"2016","calculate kernels of matrices with angles","2013"
"2016","Symmetric matrices of the same rank are 'related'","2015"
"2014","Evaluate T* at the given vector in $C^2$","2014"
"2015","Silly Error calculating eigenvalues of a 3x3?","2015"
"2014","How prove this two condition is equivalent","2014"
"2011","How do you formally prove that rotation is a linear transformation?","2010"
"2015","Self outer product of a vector that is itself a sum of vectors","2015"
"2015","Rotation of a line by a matrix","2015"
"2015","Show that $AXB$ and $CXD$ are both symmetric","2015"
"2014","determine the kernel of this function, find a basis for the kernel and the dual space?","2014"
"2013","Minimal rank of a matrix with zero diagonal and nonzero off-diagonal entries over a finite field","2013"
"2016","Writing operator in its eigenbase","2016"
"2014","Showing A is negative definite is same as showing -A is positive definite proof","2014"
"2014","Proving that a matrix has an inverse if and only if it RREFs to the identity matrix","2014"
"2012","Proving a linear system $A\bf{x} = \bf{b}$ is consistent iff the rank of ($A\;|\;\bf{b}$) equals the rank of $A$","2012"
"2012","Finding linear combinations and verifying using the augmented matrix.","2012"
"2014","Proving that $a$ is eigenvalue of $p(T)$ iff $a=p(\lambda)$ for eigenvalue $\lambda$ of $T$","2014"
"2012","Understanding a proof of corollary of Farkas lemma","2012"
"2014","How do you calculate the geometric multiplicities?","2014"
"2012","If $4a + b = 3$ then $20a + 5b =$?","2012"
"2012","If $L(V,W)\neq \{0\}$ when $0\neq W\leq V$ and $V$ is infinite dimensional vector space?","2012"
"2016","How do I prove that $x^TAy = y^TAx$ if A is symmetric?","2010"
"2013","Tensor product of two vector spaces","2013"
"2014","How to guess the basis","2014"
"2014","Augmented form of three equation with one extra unknown","2014"
"2015","Multiply the i-esim column of a matrix for the i-esim element of a vector","2015"
"2015","Condition number of one orthogonal matrix","2015"
"2014","Matrix Representation Non-Zero Entries","2014"
"2013","Block identity theorem?","2013"
"2016","If there is a statement that is only true on a condition, what does it say about when the condition evaluates false?","2016"
"2013","Linear transformation satisfies $T^n=T$; has eigenvalues?","2013"
"2012","Properties of positive definite matrices","2012"
"2012","Properties of positive definite matrices 2","2012"
"2013","Prove that $\{ \sin(x), \sin^2(x), \sin^3(x)\}$ is linearly independent in $F(\Bbb R)$","2013"
"2016","Minimum of a cubic form","2016"
"2014","Jordan canonical form of 2X2 matrix","2014"
"2014","Why are linear maps constructed to take on arbitrary values on a basis?","2014"
"2014","Do these lines intersect?","2014"
"2014","Show that if $A^{k+1}=0$ for some nonnegative integer $k$ then $A$ is singular...","2014"
"2013","dimension of the image of a linear transformation of polynomials","2013"
"2013","Sum of subspaces is a subspace","2013"
"2013","We can't give the structure of linear space on $\mathbb{Q}(\sqrt{2})$ for a set of rational numbers","2013"
"2014","Existence of specific unitary transformation","2014"
"2015","Finding a system of equations whose solution set is the walls of a 1×1×1 cube?","2015"
"2014","Finding the missing value while multiplying a percentage","2014"
"2013","Some remarks/questions from Primary Decomposition Theorem to get verified","2013"
"2013","Consequences of a rectangular matrix being of maximal rank","2013"
"2012","row operations, swapping rows","2012"
"2016","general solution for a linear map","2016"
"2014","Finding a minimal polynomial of a linear operator","2014"
"2015","Help me find $a$ (which is a component of an orthogonal projection) for which $G◦F = 0$","2015"
"2014","Find the two points where the shortest distance occurs on two lines","2014"
"2015","Defining an isomorphism that is an inverse of an non-invertible linear transformation?","2015"
"2013","Question about linear transformations?","2013"
"2013","Prove that if $T\alpha = c\alpha$ then there is basis for $range(T)$ that not linear dependent on $T\alpha$","2013"
"2013","Unsure of attempt to determine $\dim(W_1+W_2)$ and $\dim(W_1 \cap W_2)$","2013"
"2014","Is u in the subset of $R^3$ spanned by the columns of A?","2014"
"2010","Looking for closed-form least squares solution of a simplified inverse kinematics problem","2010"
"2014","orthogonal base in inner product","2014"
"2014","Show that the system of pairs of basis vectors is not a basis for the cartesian product","2014"
"2014","Bounds on the singular values of a matrix with unitary columns","2014"
"2012","If $X$ is linearly independent, then $T(X)$ is also linearly independent?","2012"
"2010","Geometric multiplicity of an eigenvalue","2010"
"2015","How do you determine dimension","2010"
"2014","Find all of the least-squares solutions?","2014"
"2015","Dimension of a vector space is even implies Ker T = Im T.","2015"
"2014","How prove this rank identity $r(A)=r(B)$","2014"
"2016","Example of functions where linear dependence isn't obvious","2010"
"2016","Transformation Matrix of $F: \mathbb{R}^n \times \mathbb{R}^n \to \mathbb{R}.$","2016"
"2013","a problem on unimodular matrix","2013"
"2014","Polar decomposition and unitary matrix","2014"
"2015","Linear algebra, semi-positive matrix","2015"
"2014","duality with a stochastic matrix","2010"
"2014","Let f be a linear operator on a ﬁnite dimensional vector space V over a ﬁeld K","2014"
"2014","Prove or disprove: If L : V → U and M : U → V are linear mappings such that (M ◦ L)(x) = x for all x ∈ V, then M is onto.","2014"
"2014","Quick question, Intersection and Spans","2014"
"2016","Uniqueness of the complementary subspaces","2016"
"2013","Find the condition on the real numbers $a,b$ and $c$ such that the following system of equations has a solution:","2013"
"2013","finding the matrix and kernel of a linear transformation","2013"
"2013","Let $a,b$ and $c$ be real numbers.evaluate the following determinant: |$b^2c^2 ,bc, b+c;c^2a^2,ca,c+a;a^2b^2,ab,a+b$|","2013"
"2014","Proving the existence of an invertible square matrix","2014"
"2014","Find the eigenvalues and eigenvectors of the linear transformation $T(x,y,z)=(x+y,x-y,x+z)$. Verify that the eigenvectors are orthogonal.","2014"
"2016","Show $H$ is a subspace of$M_{2\times 2}(\mathbb{R})$","2016"
"2015","Confirmation of correctness in proof regarding norm preserving operator","2013"
"2014","Linear mapping between vector spaces.","2014"
"2013","Finding a unitary matrix that diagonalizes a given matrix","2013"
"2016","Equation of the line passing through the intersection of two lines and is parallel to another line.","2014"
"2014","$T$ is nice $\Rightarrow T|_U$ is nice","2014"
"2012","Dimension of space of $4\times 4$ matrices that centralize a given matrix","2012"
"2015","Finding the Matrix of a Given Linear Transformation T with respect to a basis","2015"
"2016","How do I determine for vector $\mathbf{v}$ coordinates $\left \lfloor \mathbf{v} \right \rfloor_E$ and $\left \lfloor \mathbf{v} \right \rfloor_b$?","2016"
"2016","What does it mean for two vector spaces to be equal?","2016"
"2016","Where does the basis of row space matrix comes from?","2016"
